fam_id	annotation_id	annotation_fraction
369538	IPR008640	1
369538	IPR024973	0.375
369540	IPR012337	1
369542	IPR001901	1
369542	IPR005807	1
369543	IPR002781	1
369544	IPR011991	1
369544	IPR013196	1
369548	IPR003343	1
369548	IPR008964	1
369552	IPR008969	1
369552	IPR012910	0.5
369552	IPR014766	1
369553	IPR003501	1
369553	IPR013011	1
369554	IPR001633	1
369555	IPR009772	1
369556	IPR000601	1
369556	IPR003343	0.5
369556	IPR008964	0.5
369556	IPR022409	1
369568	IPR003761	1
369570	IPR025921	1
369573	IPR007561	1
369573	IPR023052	0.333333333333333
369575	IPR000531	1
369575	IPR010917	1
369576	IPR001967	1
369576	IPR005490	1
369576	IPR012338	1
369576	IPR012907	1
369576	IPR015956	0.5
369578	IPR008880	0.333333333333333
369583	IPR007760	1
369583	IPR009078	1
369583	IPR012347	1
369584	IPR013216	0.5
369585	IPR003718	1
369585	IPR015946	1
369586	IPR001296	1
369589	IPR000421	1
369589	IPR005887	1
369589	IPR008928	1
369589	IPR008979	1
369589	IPR012939	1
369591	IPR008009	1
369591	IPR013783	1
369591	IPR015919	1
369591	IPR022409	0.5
369592	IPR002306	1
369595	IPR001680	0.333333333333333
369595	IPR011045	0.666666666666667
369595	IPR011048	0.333333333333333
369595	IPR011964	1
369595	IPR015943	1
369605	IPR000123	0.166666666666667
369605	IPR000477	0.833333333333333
369608	IPR002711	1
369608	IPR003615	1
369611	IPR001173	1
369618	IPR000680	1
369620	IPR006357	1
369620	IPR023214	1
369620	IPR023215	1
369625	IPR013321	1
369626	IPR012327	0.666666666666667
369627	IPR004670	0.666666666666667
369627	IPR023171	0.666666666666667
369629	IPR000014	0.5
369629	IPR000700	0.5
369629	IPR001610	0.5
369629	IPR003018	0.5
369629	IPR013655	0.5
369633	IPR008258	1
369633	IPR023346	1
369634	IPR023346	1
369635	IPR009056	0.6
369637	IPR000424	1
369637	IPR012340	1
369637	IPR016027	1
369638	IPR001119	1
369638	IPR001680	1
369638	IPR015943	1
369638	IPR017986	1
369638	IPR019775	1
369638	IPR020472	1
369639	IPR024361	1
369641	IPR002104	1
369641	IPR011010	1
369641	IPR013762	1
369642	IPR007074	1
369644	IPR007505	1
369644	IPR018633	1
369645	IPR006441	1
369650	IPR001096	0.0555555555555556
369650	IPR001680	0.944444444444444
369650	IPR011041	0.0555555555555556
369650	IPR011042	0.0555555555555556
369650	IPR011044	0.111111111111111
369650	IPR011047	0.388888888888889
369650	IPR011600	0.888888888888889
369650	IPR015943	0.944444444444444
369650	IPR017986	0.888888888888889
369650	IPR018247	0.222222222222222
369650	IPR018249	0.0555555555555556
369650	IPR018391	0.111111111111111
369650	IPR019775	0.666666666666667
369650	IPR020472	0.277777777777778
369651	IPR017642	0.5
369652	IPR017853	1
369654	IPR000160	1
369654	IPR001054	1
369654	IPR001633	1
369655	IPR001478	1
369655	IPR009003	1
369657	IPR022293	0.75
369660	IPR001036	1
369664	IPR021813	1
369670	IPR025921	1
369674	IPR025096	1
369677	IPR000086	0.666666666666667
369677	IPR015797	0.666666666666667
369678	IPR004588	1
369681	IPR003313	1
369681	IPR011051	1
369681	IPR014710	1
369685	IPR007110	0.25
369686	IPR001387	1
369686	IPR010982	1
369687	IPR003497	0.5
369688	IPR007280	1
369691	IPR000157	1
369691	IPR016181	1
369692	IPR001440	0.166666666666667
369692	IPR011990	1
369692	IPR013026	0.5
369692	IPR013105	0.166666666666667
369692	IPR019734	0.833333333333333
369692	IPR026000	0.166666666666667
369695	IPR000979	1
369695	IPR002637	1
369695	IPR020922	1
369695	IPR024654	1
369696	IPR002559	0.5
369698	IPR009833	1
369700	IPR001611	1
369701	IPR010540	1
369704	IPR008490	1
369705	IPR000531	1
369706	IPR005021	1
369712	IPR002559	0.5
369712	IPR012337	0.5
369714	IPR003593	0.4
369714	IPR005129	0.8
369715	IPR001482	1
369717	IPR001330	0.333333333333333
369717	IPR008930	0.333333333333333
369719	IPR025295	1
369720	IPR002482	1
369720	IPR018392	1
369723	IPR003961	1
369723	IPR013783	1
369723	IPR021631	0.5
369724	IPR008257	1
369730	IPR012336	1
369731	IPR004914	1
369736	IPR009440	0.5
369737	IPR008687	1
369738	IPR000914	1
369738	IPR023765	0.75
369744	IPR013783	0.666666666666667
369746	IPR012312	1
369747	IPR006059	0.75
369748	IPR007936	0.5
369750	IPR001343	1
369750	IPR003995	0.5
369750	IPR011049	1
369750	IPR018511	1
369751	IPR010432	1
369751	IPR014807	1
369752	IPR001279	1
369754	IPR011990	1
369754	IPR020011	1
369754	IPR020012	1
369762	IPR007896	1
369764	IPR006343	1
369766	IPR020891	1
369766	IPR025197	1
369766	IPR025657	1
369770	IPR007253	1
369776	IPR008902	1
369776	IPR013737	1
369780	IPR003594	1
369780	IPR024975	1
369781	IPR011047	1
369782	IPR011991	1
369782	IPR021660	1
369786	IPR007627	0.5
369786	IPR013325	0.5
369790	IPR003812	1
369792	IPR000326	1
369792	IPR008979	0.666666666666667
369792	IPR016118	1
369793	IPR002559	1
369794	IPR001207	1
369795	IPR004136	1
369795	IPR013785	1
369796	IPR001584	1
369796	IPR012337	1
369798	IPR025296	1
369801	IPR013781	0.5
369801	IPR017853	1
369808	IPR008894	1
369808	IPR011051	1
369809	IPR000157	1
369809	IPR009003	1
369811	IPR008217	1
369814	IPR025119	0.5
369818	IPR010093	0.5
369820	IPR002482	1
369820	IPR003423	1
369820	IPR010130	1
369820	IPR018392	1
369820	IPR020012	0.5
369822	IPR025323	0.5
369825	IPR016181	0.333333333333333
369826	IPR006046	1
369826	IPR006047	1
369826	IPR006048	1
369826	IPR006589	1
369826	IPR013780	1
369826	IPR013781	1
369826	IPR015902	1
369826	IPR017853	1
369827	IPR021474	1
369829	IPR007069	1
369830	IPR002502	1
369830	IPR002901	1
369830	IPR003646	0.4
369830	IPR007730	0.2
369830	IPR013168	0.2
369830	IPR013338	1
369834	IPR018540	1
369835	IPR002156	1
369835	IPR012337	1
369836	IPR005490	1
369837	IPR011010	1
369837	IPR013762	1
369837	IPR023109	1
369840	IPR004167	1
369845	IPR007421	1
369846	IPR014044	0.5
369849	IPR000183	1
369849	IPR002701	1
369849	IPR002986	1
369849	IPR009006	1
369849	IPR020822	1
369849	IPR022643	1
369849	IPR022644	1
369849	IPR022653	1
369850	IPR000160	1
369850	IPR001054	1
369850	IPR001633	1
369856	IPR011990	0.5
369856	IPR013026	0.5
369856	IPR019734	0.5
369860	IPR001789	1
369860	IPR011006	1
369862	IPR001867	1
369862	IPR005158	1
369862	IPR011990	0.5
369862	IPR011991	1
369862	IPR016032	0.5
369866	IPR000014	0.666666666666667
369866	IPR000700	1
369866	IPR011102	1
369866	IPR013656	1
369867	IPR011042	1
369867	IPR011048	0.333333333333333
369871	IPR005046	1
369871	IPR011889	1
369872	IPR000212	0.5
369873	IPR024380	0.5
369873	IPR024383	1
369874	IPR002139	0.75
369874	IPR011611	1
369877	IPR001330	0.25
369877	IPR008930	1
369878	IPR007539	1
369880	IPR003997	1
369880	IPR006144	1
369883	IPR001387	1
369883	IPR010982	1
369890	IPR002105	0.00561797752808989
369890	IPR003343	0.0224719101123595
369890	IPR003961	0.0561797752808989
369890	IPR008964	0.0280898876404494
369890	IPR011331	0.00561797752808989
369890	IPR011990	0.00561797752808989
369890	IPR013026	0.00561797752808989
369890	IPR013783	0.0449438202247191
369890	IPR016134	0.162921348314607
369890	IPR018242	0.0337078651685393
369890	IPR018247	0.0786516853932584
369890	IPR018337	0.0168539325842697
369890	IPR024361	0.00561797752808989
369892	IPR007867	1
369896	IPR003661	0.5
369896	IPR009082	0.5
369897	IPR000601	1
369897	IPR007110	1
369900	IPR011991	1
369903	IPR000158	0.5
369903	IPR003008	0.5
369903	IPR008280	0.5
369903	IPR018316	0.5
369903	IPR020805	0.5
369903	IPR024757	0.5
369904	IPR000792	1
369904	IPR011991	1
369904	IPR016032	1
369905	IPR024755	1
369907	IPR007627	0.333333333333333
369907	IPR013325	0.666666666666667
369909	IPR000917	1
369909	IPR017849	1
369909	IPR017850	1
369911	IPR013486	0.666666666666667
369911	IPR013693	0.666666666666667
369915	IPR001375	1
369917	IPR001173	1
369918	IPR010090	1
369918	IPR023346	1
369919	IPR025098	1
369923	IPR003837	1
369924	IPR007278	1
369927	IPR000772	1
369927	IPR006710	1
369927	IPR023296	1
369928	IPR000086	1
369928	IPR015797	1
369928	IPR020084	0.666666666666667
369930	IPR002881	1
369933	IPR007331	1
369934	IPR011008	0.5
369936	IPR000836	1
369937	IPR001126	1
369939	IPR003961	0.666666666666667
369939	IPR011040	1
369939	IPR011490	0.333333333333333
369939	IPR013783	0.666666666666667
369942	IPR011991	1
369944	IPR000757	0.5
369944	IPR008985	0.5
369944	IPR013320	0.5
369945	IPR000343	1
369945	IPR000860	1
369945	IPR006151	1
369945	IPR015895	1
369945	IPR015896	1
369945	IPR016040	1
369945	IPR018214	1
369945	IPR022417	1
369945	IPR022418	1
369945	IPR022419	1
369946	IPR007159	1
369949	IPR006120	1
369949	IPR009057	1
369949	IPR011991	0.333333333333333
369951	IPR000515	0.666666666666667
369954	IPR011606	1
369959	IPR003961	1
369959	IPR013783	1
369960	IPR000160	1
369960	IPR001054	1
369960	IPR001633	1
369961	IPR000310	1
369961	IPR015421	1
369961	IPR015422	1
369961	IPR015424	1
369963	IPR002631	1
369965	IPR005877	1
369965	IPR013574	1
369965	IPR019931	1
369965	IPR019948	1
369966	IPR002810	0.5
369968	IPR014016	1
369969	IPR006530	0.5
369970	IPR009612	1
369970	IPR017731	1
369970	IPR025743	1
369972	IPR025159	0.333333333333333
369973	IPR003825	1
369977	IPR013229	1
369977	IPR014766	0.333333333333333
369984	IPR008927	1
369984	IPR013118	1
369984	IPR013328	1
369984	IPR016040	1
369987	IPR007730	0.4
369987	IPR019861	1
369988	IPR018389	0.5
369991	IPR008915	1
369991	IPR011990	1
370002	IPR004033	0.5
370002	IPR013216	0.5
370003	IPR000182	1
370003	IPR016181	1
370006	IPR009057	1
370008	IPR000178	1
370008	IPR000795	1
370008	IPR004161	1
370008	IPR005225	1
370008	IPR006847	1
370008	IPR009000	1
370008	IPR013575	1
370008	IPR015760	1
370008	IPR023115	1
370016	IPR016040	1
370017	IPR007710	1
370018	IPR005053	1
370019	IPR000422	1
370019	IPR006151	1
370019	IPR011342	1
370019	IPR013708	1
370019	IPR016040	1
370019	IPR017945	1
370019	IPR022893	1
370024	IPR000158	0.333333333333333
370024	IPR003008	0.333333333333333
370026	IPR025948	0.5
370027	IPR004846	1
370027	IPR011990	1
370027	IPR013026	0.5
370027	IPR013105	0.5
370027	IPR019734	0.5
370032	IPR005594	1
370032	IPR008635	1
370033	IPR004846	0.5
370034	IPR001782	1
370035	IPR021359	1
370036	IPR004443	1
370039	IPR000086	1
370039	IPR015797	1
370041	IPR001959	1
370041	IPR010095	1
370041	IPR021027	1
370044	IPR001584	1
370044	IPR002514	1
370044	IPR009057	0.5
370044	IPR012337	1
370046	IPR000253	1
370046	IPR008984	1
370048	IPR025072	1
370049	IPR008822	1
370050	IPR024775	1
370051	IPR006664	1
370051	IPR006665	1
370054	IPR020263	1
370056	IPR000014	1
370056	IPR000700	1
370056	IPR003594	1
370056	IPR003661	1
370056	IPR004358	1
370056	IPR005467	1
370056	IPR009082	1
370056	IPR013767	1
370057	IPR000055	1
370058	IPR003781	0.5
370058	IPR016040	0.5
370065	IPR004968	1
370065	IPR006500	1
370065	IPR014015	1
370065	IPR014818	1
370066	IPR022249	0.5
370067	IPR013397	0.5
370070	IPR012533	1
370081	IPR015330	0.5
370082	IPR007560	1
370082	IPR011335	1
370082	IPR011856	1
370085	IPR021949	1
370092	IPR025641	0.5
370093	IPR001451	0.5
370093	IPR005182	1
370093	IPR011004	0.5
370095	IPR001387	0.5
370095	IPR010982	0.5
370101	IPR011010	1
370101	IPR013762	1
370103	IPR008490	1
370104	IPR013217	0.5
370105	IPR009506	0.5
370106	IPR000305	1
370106	IPR001537	1
370107	IPR003735	0.5
370110	IPR004291	1
370112	IPR001003	0.5
370112	IPR011047	0.5
370114	IPR025665	0.5
370116	IPR005754	1
370116	IPR023365	1
370121	IPR016040	1
370127	IPR011009	0.5
370129	IPR003807	1
370133	IPR000695	1
370133	IPR001757	1
370133	IPR005834	1
370133	IPR006068	1
370133	IPR008250	1
370133	IPR018303	0.333333333333333
370133	IPR023214	1
370133	IPR023298	1
370133	IPR023299	1
370133	IPR023300	0.333333333333333
370133	IPR023306	0.333333333333333
370134	IPR014729	0.5
370138	IPR005094	1
370140	IPR002523	1
370143	IPR021430	1
370144	IPR010106	1
370144	IPR022573	1
370146	IPR000601	1
370146	IPR007280	1
370146	IPR008754	1
370146	IPR016134	0.25
370146	IPR018247	0.25
370146	IPR022409	1
370146	IPR024079	1
370151	IPR008727	1
370153	IPR000064	1
370158	IPR001322	1
370158	IPR025965	0.5
370159	IPR020029	1
370160	IPR009056	1
370160	IPR011429	1
370160	IPR011444	1
370160	IPR022655	1
370161	IPR008757	1
370161	IPR024079	1
370163	IPR000086	1
370163	IPR002198	1
370163	IPR002347	1
370163	IPR015797	1
370163	IPR016040	1
370163	IPR020084	1
370165	IPR000998	0.142857142857143
370165	IPR003961	0.428571428571429
370165	IPR008962	0.142857142857143
370165	IPR011042	0.142857142857143
370165	IPR011044	0.142857142857143
370165	IPR011628	0.857142857142857
370165	IPR011635	0.714285714285714
370165	IPR013783	0.428571428571429
370165	IPR015943	0.285714285714286
370165	IPR025507	0.142857142857143
370168	IPR001901	1
370168	IPR005807	1
370170	IPR009057	1
370171	IPR012902	0.5
370176	IPR001064	0.5
370176	IPR011024	0.5
370179	IPR014239	0.5
370179	IPR025711	0.5
370182	IPR012854	1
370183	IPR003583	0.181818181818182
370183	IPR003593	0.727272727272727
370183	IPR010994	0.545454545454545
370184	IPR005046	1
370184	IPR011889	1
370186	IPR002327	0.666666666666667
370186	IPR003088	0.666666666666667
370186	IPR004010	1
370186	IPR009056	0.666666666666667
370192	IPR008454	1
370192	IPR008970	0.666666666666667
370192	IPR019931	1
370192	IPR019948	1
370196	IPR008811	1
370196	IPR013785	1
370196	IPR017853	1
370197	IPR005650	0.2
370197	IPR011991	0.4
370198	IPR000873	0.333333333333333
370198	IPR001242	0.666666666666667
370198	IPR006162	0.333333333333333
370198	IPR009081	0.666666666666667
370198	IPR010033	0.666666666666667
370198	IPR010037	0.666666666666667
370198	IPR010071	0.333333333333333
370198	IPR013120	0.333333333333333
370198	IPR014030	0.666666666666667
370198	IPR014031	0.666666666666667
370198	IPR016038	0.666666666666667
370198	IPR016039	0.666666666666667
370198	IPR016040	0.333333333333333
370198	IPR016181	0.333333333333333
370198	IPR018201	0.666666666666667
370198	IPR020806	0.666666666666667
370198	IPR020841	0.666666666666667
370198	IPR020845	0.333333333333333
370198	IPR023214	0.333333333333333
370200	IPR007686	1
370200	IPR026037	1
370204	IPR000182	1
370204	IPR016181	1
370206	IPR004038	0.5
370206	IPR007393	1
370208	IPR002477	1
370214	IPR005594	1
370214	IPR008635	0.944444444444444
370214	IPR008640	0.888888888888889
370219	IPR001826	1
370221	IPR008457	1
370222	IPR025557	1
370223	IPR000182	0.5
370223	IPR016181	0.5
370226	IPR000515	1
370228	IPR003132	1
370228	IPR005877	1
370228	IPR009063	1
370229	IPR003646	1
370231	IPR008948	1
370231	IPR009049	1
370231	IPR022761	1
370231	IPR024083	1
370236	IPR001242	1
370238	IPR000223	0.5
370238	IPR011056	0.5
370238	IPR015927	0.5
370241	IPR008635	1
370241	IPR008640	1
370247	IPR007404	1
370248	IPR011047	0.25
370249	IPR001611	1
370249	IPR001806	1
370249	IPR003591	1
370249	IPR013684	0.333333333333333
370249	IPR020859	1
370249	IPR025875	1
370252	IPR001054	1
370253	IPR003718	1
370253	IPR015946	1
370257	IPR001967	1
370257	IPR012338	1
370257	IPR018044	1
370259	IPR001584	1
370259	IPR012337	1
370260	IPR011047	1
370260	IPR015943	1
370261	IPR000119	1
370261	IPR010992	1
370261	IPR023630	1
370262	IPR011044	1
370264	IPR001096	0.5
370265	IPR011990	0.666666666666667
370268	IPR001584	1
370268	IPR012337	1
370268	IPR025948	1
370270	IPR003583	0.8
370270	IPR004509	0.8
370270	IPR010994	0.8
370271	IPR001547	1
370271	IPR001956	1
370271	IPR008965	1
370271	IPR013781	1
370271	IPR017853	1
370271	IPR018087	1
370274	IPR003088	1
370274	IPR009056	1
370275	IPR000933	0.666666666666667
370275	IPR013781	0.666666666666667
370275	IPR016286	0.666666666666667
370275	IPR017853	0.666666666666667
370279	IPR010864	1
370279	IPR011051	1
370280	IPR007739	1
370281	IPR016181	1
370285	IPR000792	1
370285	IPR001789	1
370285	IPR011006	1
370285	IPR011991	1
370285	IPR016032	1
370287	IPR016196	1
370289	IPR002110	1
370289	IPR020683	1
370292	IPR002198	0.5
370292	IPR013968	0.5
370292	IPR016040	1
370292	IPR020842	1
370293	IPR007688	1
370293	IPR014150	1
370295	IPR011047	0.5
370295	IPR015943	1
370296	IPR001387	0.666666666666667
370296	IPR010982	1
370298	IPR011664	1
370302	IPR025962	0.5
370304	IPR002611	1
370305	IPR000994	1
370311	IPR017926	1
370314	IPR004039	1
370314	IPR024934	1
370314	IPR024935	1
370315	IPR007670	1
370315	IPR023138	1
370316	IPR001611	1
370317	IPR010391	0.5
370322	IPR007688	1
370322	IPR014150	1
370323	IPR025296	1
370324	IPR007344	1
370326	IPR010982	1
370329	IPR008750	1
370334	IPR000531	0.5
370334	IPR008969	0.5
370334	IPR012910	1
370334	IPR013783	0.5
370334	IPR013784	0.5
370334	IPR014766	0.5
370336	IPR007197	1
370337	IPR003590	1
370338	IPR001387	1
370338	IPR010982	1
370341	IPR003715	1
370341	IPR019554	1
370343	IPR002575	1
370343	IPR011009	1
370345	IPR021408	1
370350	IPR003647	0.0285714285714286
370350	IPR004039	0.0285714285714286
370350	IPR007569	0.0285714285714286
370350	IPR011335	0.0571428571428571
370350	IPR024934	0.0285714285714286
370350	IPR025487	0.942857142857143
370351	IPR001029	0.666666666666667
370351	IPR013384	0.333333333333333
370359	IPR025868	1
370361	IPR006214	1
370362	IPR014729	1
370363	IPR000298	1
370363	IPR013833	1
370364	IPR008490	0.5
370370	IPR009003	1
370372	IPR007593	1
370375	IPR002698	1
370375	IPR024185	1
370381	IPR004291	0.5
370384	IPR005828	1
370384	IPR005829	1
370384	IPR016196	1
370384	IPR020846	1
370385	IPR000182	1
370385	IPR006464	1
370385	IPR016181	1
370389	IPR006199	1
370389	IPR011991	1
370391	IPR025673	1
370397	IPR002820	1
370397	IPR004435	1
370397	IPR023045	1
370397	IPR023046	1
370398	IPR025638	1
370400	IPR003660	0.5
370400	IPR015014	1
370404	IPR020602	1
370405	IPR025198	1
370406	IPR007712	1
370407	IPR007168	1
370409	IPR003953	1
370409	IPR007492	1
370410	IPR005828	0.5
370410	IPR011701	0.5
370410	IPR016196	1
370410	IPR020846	1
370414	IPR003688	1
370417	IPR000310	1
370417	IPR015421	1
370417	IPR015424	1
370418	IPR009061	0.833333333333333
370418	IPR010093	1
370432	IPR006860	0.5
370438	IPR001387	0.5
370438	IPR010982	1
370440	IPR011614	1
370440	IPR020835	1
370441	IPR010768	0.5
370442	IPR019097	1
370444	IPR007903	0.5
370444	IPR011033	1
370445	IPR011611	1
370452	IPR003669	1
370455	IPR006311	0.5
370458	IPR001434	0.5
370458	IPR008969	0.5
370458	IPR013783	0.5
370458	IPR022464	0.5
370460	IPR003959	0.5
370460	IPR013461	0.5
370460	IPR018368	0.5
370462	IPR010860	0.75
370465	IPR009073	0.5
370465	IPR020945	1
370469	IPR001670	1
370470	IPR001296	1
370471	IPR002678	1
370474	IPR002711	0.333333333333333
370478	IPR021512	1
370480	IPR007829	1
370481	IPR004899	1
370481	IPR005546	1
370481	IPR006315	1
370481	IPR011050	0.666666666666667
370482	IPR002575	1
370482	IPR011009	1
370485	IPR000719	1
370485	IPR002290	1
370485	IPR008271	1
370485	IPR011009	1
370487	IPR025832	1
370489	IPR006179	1
370489	IPR008334	1
370490	IPR011010	1
370490	IPR013762	1
370491	IPR000529	1
370491	IPR014717	1
370491	IPR020814	1
370492	IPR001387	0.333333333333333
370492	IPR010982	0.666666666666667
370493	IPR025406	1
370494	IPR007159	1
370494	IPR013432	1
370495	IPR013200	1
370495	IPR023214	1
370496	IPR000719	0.5
370496	IPR002290	0.5
370496	IPR008271	0.5
370496	IPR011009	0.5
370496	IPR017441	0.5
370497	IPR001482	1
370500	IPR011250	0.333333333333333
370500	IPR017690	0.333333333333333
370501	IPR011990	1
370501	IPR013026	1
370501	IPR013105	1
370501	IPR019260	1
370501	IPR019734	1
370502	IPR006558	0.5
370502	IPR008985	1
370502	IPR013320	1
370504	IPR025478	1
370505	IPR000189	1
370505	IPR008258	1
370505	IPR023346	1
370508	IPR003018	1
370519	IPR007153	0.5
370520	IPR001269	0.666666666666667
370520	IPR013785	0.666666666666667
370520	IPR018517	0.666666666666667
370522	IPR000212	1
370523	IPR021271	1
370524	IPR018689	1
370525	IPR023296	1
370532	IPR003593	0.5
370532	IPR014001	1
370533	IPR005153	1
370533	IPR014988	1
370533	IPR015166	1
370535	IPR001471	1
370535	IPR016177	1
370537	IPR000719	1
370537	IPR002575	0.5
370537	IPR011009	1
370538	IPR009476	1
370539	IPR000421	1
370539	IPR008979	1
370542	IPR002577	1
370542	IPR011991	1
370545	IPR022225	0.666666666666667
370546	IPR006530	1
370546	IPR011042	0.5
370546	IPR018712	1
370546	IPR022385	1
370549	IPR000601	0.111111111111111
370550	IPR006055	1
370550	IPR012337	1
370550	IPR013520	1
370556	IPR003731	0.75
370565	IPR007492	0.666666666666667
370567	IPR001509	1
370567	IPR003586	0.333333333333333
370567	IPR003587	0.333333333333333
370567	IPR004042	1
370567	IPR006141	0.666666666666667
370567	IPR006142	0.333333333333333
370567	IPR016040	1
370568	IPR019219	1
370569	IPR008969	0.166666666666667
370569	IPR011042	0.166666666666667
370569	IPR011043	0.166666666666667
370569	IPR011047	0.166666666666667
370569	IPR013229	0.5
370569	IPR013431	0.333333333333333
370569	IPR014766	0.333333333333333
370569	IPR015943	0.166666666666667
370573	IPR009056	0.5
370573	IPR010176	1
370573	IPR011031	1
370573	IPR023155	1
370574	IPR012336	0.5
370575	IPR006597	1
370575	IPR011990	1
370579	IPR016181	1
370582	IPR007406	0.5
370582	IPR016195	0.5
370585	IPR009057	1
370585	IPR018060	1
370585	IPR020449	0.5
370588	IPR015141	1
370588	IPR016090	1
370591	IPR023401	1
370592	IPR024361	0.5
370594	IPR015422	1
370594	IPR015424	1
370595	IPR011991	1
370600	IPR003661	1
370600	IPR009082	1
370602	IPR001519	1
370602	IPR008331	1
370602	IPR009040	1
370602	IPR009078	1
370602	IPR012347	1
370605	IPR025049	0.5
370607	IPR003439	1
370610	IPR000209	1
370610	IPR009020	1
370610	IPR010259	1
370610	IPR015500	1
370610	IPR022038	1
370610	IPR022398	1
370610	IPR023827	1
370610	IPR023828	1
370614	IPR001173	0.5
370616	IPR001650	1
370616	IPR003711	0.8
370616	IPR004576	0.6
370616	IPR005118	1
370616	IPR011545	1
370616	IPR014001	1
370617	IPR001119	1
370619	IPR022205	1
370620	IPR000835	1
370620	IPR011991	1
370620	IPR023187	0.5
370625	IPR006076	0.5
370630	IPR004881	0.5
370630	IPR010914	0.5
370631	IPR001387	0.5
370631	IPR010982	1
370632	IPR000182	0.5
370632	IPR016181	0.5
370634	IPR003594	0.333333333333333
370634	IPR003661	0.333333333333333
370634	IPR004358	0.333333333333333
370634	IPR005467	0.333333333333333
370634	IPR009082	0.333333333333333
370640	IPR024787	1
370642	IPR007694	1
370644	IPR013216	0.5
370646	IPR013830	1
370646	IPR013831	1
370650	IPR011989	0.75
370650	IPR016024	0.75
370651	IPR001826	0.0357142857142857
370651	IPR006530	0.785714285714286
370651	IPR011042	0.0357142857142857
370651	IPR011044	0.0357142857142857
370651	IPR017986	0.0357142857142857
370653	IPR010186	0.454545454545455
370653	IPR010187	1
370653	IPR022787	1
370656	IPR001173	1
370656	IPR001296	1
370658	IPR003691	1
370659	IPR006626	0.666666666666667
370659	IPR011050	0.666666666666667
370659	IPR012334	0.666666666666667
370659	IPR012854	0.666666666666667
370661	IPR006521	1
370663	IPR003594	1
370663	IPR005467	1
370666	IPR003203	1
370667	IPR002102	0.5
370667	IPR003961	1
370667	IPR008965	0.5
370667	IPR013783	1
370667	IPR018452	0.5
370670	IPR021348	1
370675	IPR025246	1
370676	IPR024339	1
370677	IPR007522	1
370678	IPR004291	1
370681	IPR001173	1
370683	IPR000891	0.5
370683	IPR002034	0.5
370683	IPR013785	0.5
370688	IPR018535	1
370689	IPR011991	1
370692	IPR009000	1
370694	IPR018913	1
370700	IPR003781	0.5
370700	IPR016040	0.5
370700	IPR016102	0.5
370701	IPR000668	0.5
370701	IPR003961	0.5
370701	IPR006626	0.5
370701	IPR006633	0.5
370701	IPR007742	0.5
370701	IPR011050	0.5
370701	IPR012334	0.5
370701	IPR013783	0.5
370701	IPR022441	0.5
370702	IPR001789	1
370702	IPR002545	1
370702	IPR003594	1
370702	IPR004105	1
370702	IPR004358	1
370702	IPR005467	1
370702	IPR008207	1
370702	IPR011006	1
370705	IPR001991	1
370711	IPR022073	1
370713	IPR007627	0.75
370713	IPR007630	0.25
370713	IPR011991	0.75
370713	IPR013324	0.75
370713	IPR013325	0.75
370713	IPR014284	0.5
370715	IPR011652	0.888888888888889
370716	IPR008962	0.75
370716	IPR011040	0.25
370716	IPR015943	0.75
370718	IPR000292	1
370720	IPR010763	0.75
370722	IPR001765	1
370726	IPR012336	0.5
370730	IPR000847	1
370730	IPR005119	1
370730	IPR011991	1
370734	IPR000253	1
370734	IPR000719	1
370734	IPR008984	1
370734	IPR011009	1
370735	IPR003646	1
370736	IPR014729	1
370736	IPR022310	0.5
370737	IPR000212	1
370739	IPR001898	0.666666666666667
370740	IPR003709	1
370740	IPR009045	1
370742	IPR009057	0.5
370743	IPR002645	1
370751	IPR008454	1
370751	IPR019931	0.5
370754	IPR003672	1
370754	IPR011771	1
370754	IPR022571	1
370755	IPR000064	1
370757	IPR007060	0.5
370760	IPR003768	0.5
370761	IPR022580	1
370766	IPR006728	1
370767	IPR001736	1
370767	IPR003583	0.5
370767	IPR010994	1
370767	IPR018247	0.5
370767	IPR025202	1
370768	IPR001054	1
370769	IPR002035	1
370769	IPR003644	1
370773	IPR012337	1
370773	IPR014735	0.5
370773	IPR014736	1
370774	IPR004129	0.666666666666667
370774	IPR010496	0.333333333333333
370774	IPR017946	0.666666666666667
370775	IPR006311	1
370775	IPR019546	1
370779	IPR025512	1
370781	IPR005546	1
370781	IPR006315	0.666666666666667
370785	IPR004291	1
370786	IPR024311	0.777777777777778
370791	IPR001119	1
370793	IPR001638	1
370794	IPR007285	1
370795	IPR011608	0.75
370796	IPR000086	1
370796	IPR015797	0.5
370798	IPR001753	0.666666666666667
370798	IPR011968	0.333333333333333
370799	IPR002560	1
370802	IPR009325	1
370803	IPR011990	0.666666666666667
370805	IPR008313	1
370805	IPR008928	1
370805	IPR012341	1
370809	IPR000160	1
370809	IPR001054	1
370809	IPR003660	1
370811	IPR002104	1
370811	IPR011010	1
370811	IPR013762	1
370813	IPR008454	1
370813	IPR013783	0.75
370813	IPR019931	0.25
370813	IPR019948	0.25
370815	IPR008927	1
370816	IPR001343	0.5
370816	IPR001952	1
370816	IPR011049	1
370816	IPR017849	1
370816	IPR017850	1
370816	IPR018511	0.5
370817	IPR000719	1
370817	IPR011009	1
370820	IPR008873	1
370821	IPR001309	0.5
370821	IPR001440	0.5
370821	IPR011600	0.5
370821	IPR011990	0.5
370821	IPR015917	0.5
370821	IPR019734	0.5
370823	IPR007253	1
370825	IPR011013	1
370825	IPR014718	1
