fam_id	num_nonAnnot	num_annotations	total_fam_members	proportion_nonAnnot
368822	0	5	2	0
368823	0	2	2	0
368824	3	0	3	1
368825	2	0	2	1
368826	2	0	2	1
368827	0	12	4	0
368828	3	0	3	1
368829	0	2	2	0
368830	2	0	2	1
368831	3	0	3	1
368832	0	2	2	0
368833	0	6	6	0
368834	3	0	3	1
368835	2	0	2	1
368836	2	0	2	1
368837	2	0	2	1
368838	0	4	4	0
368839	1	1	2	0.5
368840	2	0	2	1
368841	8	0	8	1
368842	3	0	3	1
368843	2	0	2	1
368844	2	0	2	1
368845	0	8	2	0
368846	2	0	2	1
368847	0	19	19	0
368848	1	2	2	0.5
368849	2	0	2	1
368850	0	2	2	0
368851	2	0	2	1
368852	1	3	2	0.5
368853	3	0	3	1
368854	2	0	2	1
368855	0	6	2	0
368856	2	0	2	1
368857	1	4	4	0.25
368858	1	11	2	0.5
368859	1	2	3	0.333333333333333
368860	2	0	2	1
368861	3	0	3	1
368862	4	1	5	0.8
368863	8	0	8	1
368864	0	5	3	0
368865	2	0	2	1
368866	1	2	3	0.333333333333333
368867	2	0	2	1
368868	4	0	4	1
368869	0	2	2	0
368870	5	0	5	1
368871	0	2	2	0
368872	2	0	2	1
368873	0	3	3	0
368874	2	0	2	1
368875	3	0	3	1
368876	0	3	3	0
368877	2	0	2	1
368878	6	0	6	1
368879	1	1	2	0.5
368880	1	1	2	0.5
368881	2	0	2	1
368882	5	0	5	1
368883	2	0	2	1
368884	2	0	2	1
368885	3	0	3	1
368886	2	0	2	1
368887	0	2	2	0
368888	3	0	3	1
368889	2	0	2	1
368890	2	2	3	0.666666666666667
368891	0	10	2	0
368892	4	0	4	1
368893	2	0	2	1
368894	2	0	2	1
368895	0	2	2	0
368896	4	0	4	1
368897	2	0	2	1
368898	1	2	3	0.333333333333333
368899	0	2	2	0
368900	2	0	2	1
368901	8	0	8	1
368902	2	0	2	1
368903	2	0	2	1
368904	2	0	2	1
368905	2	0	2	1
368906	1	1	2	0.5
368907	2	0	2	1
368908	0	2	2	0
368909	2	0	2	1
368910	4	0	4	1
368911	2	0	2	1
368912	2	0	2	1
368913	3	0	3	1
368914	2	0	2	1
368915	2	0	2	1
368916	2	0	2	1
368917	2	0	2	1
368918	2	0	2	1
368919	2	0	2	1
368920	3	0	3	1
368921	2	0	2	1
368922	0	2	2	0
368923	0	3	2	0
368924	3	0	3	1
368925	4	0	4	1
368926	0	7	2	0
368927	2	0	2	1
368928	0	101	33	0
368929	6	0	6	1
368930	0	26	13	0
368931	3	0	3	1
368932	5	0	5	1
368933	0	2	2	0
368934	2	0	2	1
368935	2	0	2	1
368936	0	4	2	0
368937	0	2	2	0
368938	0	10	2	0
368939	1	3	4	0.25
368940	0	11	11	0
368941	2	0	2	1
368942	0	2	2	0
368943	0	4	2	0
368944	3	0	3	1
368945	2	0	2	1
368946	2	0	2	1
368947	6	0	6	1
368948	2	0	2	1
368949	3	0	3	1
368950	0	3	3	0
368951	3	0	3	1
368952	0	3	3	0
368953	0	4	2	0
368954	0	2	2	0
368955	0	8	2	0
368956	0	2	2	0
368957	2	0	2	1
368958	2	0	2	1
368959	2	0	2	1
368960	0	7	6	0
368961	2	0	2	1
368962	2	0	2	1
368963	0	2	2	0
368964	11	0	11	1
368965	0	4	2	0
368966	0	2	2	0
368967	0	3	2	0
368968	2	0	2	1
368969	16	0	16	1
368970	0	2	2	0
368971	0	4	2	0
368972	6	0	6	1
368973	4	0	4	1
368974	2	0	2	1
368975	0	4	2	0
368976	0	8	4	0
368977	3	0	3	1
368978	0	4	2	0
368979	0	2	2	0
368980	0	5	2	0
368981	2	0	2	1
368982	2	0	2	1
368983	0	3	3	0
368984	2	0	2	1
368985	1	1	2	0.5
368986	0	4	2	0
368987	2	0	2	1
368988	0	4	2	0
368989	2	0	2	1
368990	0	43	6	0
368991	0	4	2	0
368992	2	0	2	1
368993	0	6	2	0
368994	1	5	2	0.5
368995	0	3	3	0
368996	2	0	2	1
368997	2	0	2	1
368998	3	0	3	1
368999	2	0	2	1
369000	2	0	2	1
369001	0	18	3	0
369002	2	0	2	1
369003	1	4	3	0.333333333333333
369004	3	0	3	1
369005	2	0	2	1
369006	2	0	2	1
369007	1	1	2	0.5
369008	2	0	2	1
369009	2	0	2	1
369010	3	0	3	1
369011	0	2	2	0
369012	2	0	2	1
369013	0	4	2	0
369014	1	1	2	0.5
369015	0	7	3	0
369016	2	0	2	1
369017	9	0	9	1
369018	4	0	4	1
369019	2	0	2	1
369020	0	5	5	0
369021	5	0	5	1
369022	0	6	6	0
369023	0	12	2	0
369024	2	0	2	1
369025	0	2	2	0
369026	2	0	2	1
369027	2	0	2	1
369028	2	0	2	1
369029	3	0	3	1
369030	2	0	2	1
369031	2	0	2	1
369032	0	2	2	0
369033	0	3	3	0
369034	1	1	2	0.5
369035	2	0	2	1
369036	0	8	3	0
369037	3	0	3	1
369038	0	4	2	0
369039	0	9	3	0
369040	3	0	3	1
369041	2	0	2	1
369042	2	0	2	1
369043	2	0	2	1
369044	0	6	2	0
369045	3	0	3	1
369046	0	3	3	0
369047	5	0	5	1
369048	0	15	2	0
369049	0	5	4	0
369050	2	0	2	1
369051	2	0	2	1
369052	2	0	2	1
369053	0	3	3	0
369054	2	0	2	1
369055	0	2	2	0
369056	2	0	2	1
369057	1	2	2	0.5
369058	3	0	3	1
369059	1	1	2	0.5
369060	3	0	3	1
369061	9	0	9	1
369062	2	0	2	1
369063	0	4	2	0
369064	1	1	2	0.5
369065	2	1	3	0.666666666666667
369066	7	0	7	1
369067	0	1	1	0
369068	2	0	2	1
369069	3	0	3	1
369070	2	0	2	1
369071	2	0	2	1
369072	2	0	2	1
369073	5	0	5	1
369074	1	1	2	0.5
369075	2	0	2	1
369076	1	2	3	0.333333333333333
369077	2	0	2	1
369078	0	8	2	0
369079	0	4	4	0
369080	4	0	4	1
369081	2	0	2	1
369082	0	35	6	0
369083	0	2	2	0
369084	4	0	4	1
369085	2	0	2	1
369086	2	0	2	1
369087	2	0	2	1
369088	2	9	9	0.222222222222222
369089	2	0	2	1
369090	2	0	2	1
369091	2	0	2	1
369092	0	3	3	0
369093	2	0	2	1
369094	2	0	2	1
369095	1	1	2	0.5
369096	2	0	2	1
369097	2	0	2	1
369098	2	0	2	1
369099	1	2	2	0.5
369100	0	4	2	0
369101	2	0	2	1
369102	1	13	2	0.5
369103	0	4	2	0
369104	2	0	2	1
369105	0	3	3	0
369106	0	3	2	0
369107	3	0	3	1
369108	0	2	2	0
369109	2	0	2	1
369110	2	0	2	1
369111	3	0	3	1
369112	2	0	2	1
369113	2	0	2	1
369114	3	0	3	1
369115	0	9	9	0
369116	1	2	3	0.333333333333333
369117	2	0	2	1
369118	2	0	2	1
369119	3	0	3	1
369120	0	2	2	0
369121	1	1	2	0.5
369122	2	0	2	1
369123	3	0	3	1
369124	3	0	3	1
369125	0	6	2	0
369126	0	2	2	0
369127	0	5	5	0
369128	0	5	5	0
369129	2	0	2	1
369130	0	2	2	0
369131	0	2	2	0
369132	3	0	3	1
369133	0	2	2	0
369134	2	0	2	1
369135	2	0	2	1
369136	2	0	2	1
369137	1	4	2	0.5
369138	2	0	2	1
369139	0	4	4	0
369140	2	0	2	1
369141	0	2	2	0
369142	0	2	2	0
369143	2	0	2	1
369144	0	4	2	0
369145	0	4	2	0
369146	0	2	2	0
369147	0	4	4	0
369148	0	2	2	0
369149	11	0	11	1
369150	0	10	2	0
369151	2	0	2	1
369152	1	3	2	0.5
369153	2	0	2	1
369154	5	0	5	1
369155	2	1	3	0.666666666666667
369156	0	6	6	0
369157	0	2	2	0
369158	3	0	3	1
369159	2	0	2	1
369160	3	0	3	1
369161	2	0	2	1
369162	2	0	2	1
369163	2	0	2	1
369164	2	0	2	1
369165	0	2	2	0
369166	9	0	9	1
369167	4	0	4	1
369168	2	0	2	1
369169	2	0	2	1
369170	1	4	3	0.333333333333333
369171	1	2	2	0.5
369172	0	4	2	0
369173	2	0	2	1
369174	0	1	1	0
369175	0	13	2	0
369176	0	6	2	0
369177	3	0	3	1
369178	0	2	2	0
369179	0	2	2	0
369180	2	0	2	1
369181	0	4	4	0
369182	2	0	2	1
369183	0	2	2	0
369184	0	11	2	0
369185	2	0	2	1
369186	0	7	2	0
369187	2	0	2	1
369188	0	3	3	0
369189	3	0	3	1
369190	1	1	2	0.5
369191	2	0	2	1
369192	2	0	2	1
369193	2	0	2	1
369194	2	0	2	1
369195	2	0	2	1
369196	3	0	3	1
369197	0	2	2	0
369198	0	10	10	0
369199	0	2	2	0
369200	0	4	2	0
369201	0	112	28	0
369202	1	1	2	0.5
369203	0	2	2	0
369204	2	0	2	1
369205	1	1	2	0.5
369206	0	3	2	0
369207	2	0	2	1
369208	2	0	2	1
369209	0	2	2	0
369210	2	0	2	1
369211	2	0	2	1
369212	0	3	2	0
369213	1	1	2	0.5
369214	2	0	2	1
369215	1	1	2	0.5
369216	0	2	2	0
369217	2	0	2	1
369218	0	6	2	0
369219	0	3	3	0
369220	0	5	5	0
369221	4	0	4	1
369222	2	0	2	1
369223	2	0	2	1
369224	2	0	2	1
369225	0	4	2	0
369226	0	6	2	0
369227	2	0	2	1
369228	2	0	2	1
369229	2	0	2	1
369230	2	0	2	1
369231	4	0	4	1
369232	1	2	3	0.333333333333333
369233	0	12	4	0
369234	2	0	2	1
369235	0	2	2	0
369236	0	2	2	0
369237	0	6	3	0
369238	2	0	2	1
369239	4	0	4	1
369240	2	0	2	1
369241	0	6	2	0
369242	2	0	2	1
369243	0	6	2	0
369244	2	0	2	1
369245	3	0	3	1
369246	3	0	3	1
369247	0	26	6	0
369248	2	0	2	1
369249	0	6	2	0
369250	2	0	2	1
369251	21	0	21	1
369252	2	0	2	1
369253	2	0	2	1
369254	4	0	4	1
369255	0	4	4	0
369256	1	1	2	0.5
369257	2	0	2	1
369258	1	46	9	0.111111111111111
369259	2	0	2	1
369260	0	2	2	0
369261	2	0	2	1
369262	3	0	3	1
369263	2	0	2	1
369264	0	4	2	0
369265	1	0	1	1
369266	5	0	5	1
369267	0	2	2	0
369268	2	0	2	1
369269	0	3	3	0
369270	0	4	2	0
369271	2	0	2	1
369272	0	6	3	0
369273	2	0	2	1
369274	4	0	4	1
369275	2	0	2	1
369276	0	4	2	0
369277	2	0	2	1
369278	2	0	2	1
369279	3	0	3	1
369280	0	2	2	0
369281	0	6	2	0
369282	1	2	3	0.333333333333333
369283	2	0	2	1
369284	2	0	2	1
369285	2	0	2	1
369286	0	3	2	0
369287	0	8	2	0
369288	2	0	2	1
369289	0	2	2	0
369290	0	6	3	0
369291	1	0	1	1
369292	2	0	2	1
369293	0	2	2	0
369294	0	3	3	0
369295	2	0	2	1
369296	2	0	2	1
369297	2	0	2	1
369298	0	6	2	0
369299	1	2	2	0.5
369300	2	0	2	1
369301	2	0	2	1
369302	2	0	2	1
369303	2	0	2	1
369304	0	3	3	0
369305	0	7	3	0
369306	4	0	4	1
369307	0	4	3	0
369308	4	0	4	1
369309	2	0	2	1
369310	1	44	45	0.0222222222222222
369311	2	0	2	1
369312	2	0	2	1
369313	2	0	2	1
369314	1	2	3	0.333333333333333
369315	2	0	2	1
369316	0	8	4	0
369317	2	0	2	1
369318	4	0	4	1
369319	1	2	2	0.5
369320	0	8	4	0
369321	2	0	2	1
369322	2	0	2	1
369323	0	2	2	0
369324	3	0	3	1
369325	2	0	2	1
369326	2	0	2	1
369327	0	5	4	0
369328	2	0	2	1
369329	8	0	8	1
369330	1	1	2	0.5
369331	0	2	2	0
369332	6	0	6	1
369333	0	16	3	0
369334	2	0	2	1
369335	4	0	4	1
369336	0	2	2	0
369337	2	0	2	1
369338	0	2	2	0
369339	0	2	2	0
369340	4	1	5	0.8
369341	0	5	2	0
369342	3	0	3	1
369343	2	0	2	1
369344	2	0	2	1
369345	0	5	2	0
369346	2	0	2	1
369347	2	0	2	1
369348	2	0	2	1
369349	2	0	2	1
369350	0	10	2	0
369351	1	3	4	0.25
369352	2	0	2	1
369353	0	4	1	0
369354	1	0	1	1
369355	0	6	2	0
369356	2	0	2	1
369357	3	0	3	1
369358	2	0	2	1
369359	1	12	7	0.142857142857143
369360	3	0	3	1
369361	2	0	2	1
369362	0	2	2	0
369363	0	12	4	0
369364	0	2	2	0
369365	0	4	2	0
369366	2	0	2	1
369367	0	2	2	0
369368	3	0	3	1
369369	0	27	9	0
369370	0	2	2	0
369371	2	0	2	1
369372	0	2	2	0
369373	2	0	2	1
369374	4	0	4	1
369375	0	10	2	0
369376	0	6	3	0
369377	2	0	2	1
369378	0	2	2	0
369379	0	2	2	0
369380	3	0	3	1
369381	2	0	2	1
369382	1	2	2	0.5
369383	0	2	2	0
369384	1	2	2	0.5
369385	2	0	2	1
369386	2	0	2	1
369387	4	0	4	1
369388	2	0	2	1
369389	0	6	2	0
369390	2	0	2	1
369391	5	0	5	1
369392	2	0	2	1
369393	0	9	2	0
369394	0	6	2	0
369395	2	0	2	1
369396	0	4	2	0
369397	2	0	2	1
369398	2	0	2	1
369399	2	0	2	1
369400	0	3	3	0
369401	0	6	2	0
369402	2	0	2	1
369403	2	0	2	1
369404	0	3	3	0
369405	1	4	2	0.5
369406	2	0	2	1
369407	1	1	2	0.5
369408	4	0	4	1
369409	0	4	2	0
369410	1	1	2	0.5
369411	1	6	2	0.5
369412	2	0	2	1
369413	2	0	2	1
369414	0	12	2	0
369415	2	0	2	1
369416	2	0	2	1
369417	0	2	2	0
369418	0	4	4	0
369419	2	0	2	1
369420	0	6	3	0
369421	2	0	2	1
369422	0	2	2	0
369423	2	0	2	1
369424	9	1	10	0.9
369425	2	0	2	1
369426	2	0	2	1
369427	1	8	3	0.333333333333333
369428	0	4	2	0
369429	1	2	2	0.5
369430	2	0	2	1
369431	12	0	12	1
369432	2	0	2	1
369433	0	16	2	0
369434	0	4	2	0
369435	5	0	5	1
369436	2	0	2	1
369437	0	5	5	0
369438	2	0	2	1
369439	0	3	3	0
369440	2	0	2	1
369441	0	12	3	0
369442	0	9	3	0
369443	2	0	2	1
369444	2	0	2	1
369445	3	0	3	1
369446	2	0	2	1
369447	2	0	2	1
369448	0	4	2	0
369449	3	0	3	1
369450	0	2	2	0
369451	3	0	3	1
369452	3	0	3	1
369453	2	0	2	1
369454	0	3	2	0
369455	5	0	5	1
369456	2	0	2	1
369457	2	0	2	1
369458	2	0	2	1
369459	1	1	2	0.5
369460	2	0	2	1
369461	1	4	3	0.333333333333333
369462	0	3	3	0
369463	0	6	2	0
369464	2	0	2	1
369465	3	0	3	1
369466	0	2	2	0
369467	0	6	2	0
369468	0	2	2	0
369469	2	0	2	1
369470	2	0	2	1
369471	4	0	4	1
369472	3	0	3	1
369473	0	3	2	0
369474	0	3	3	0
369475	0	4	2	0
369476	0	6	3	0
369477	4	0	4	1
369478	0	4	2	0
369479	3	0	3	1
369480	0	6	2	0
369481	0	2	2	0
369482	2	0	2	1
369483	2	0	2	1
369484	2	0	2	1
369485	3	0	3	1
369486	0	2	2	0
369487	2	0	2	1
369488	0	4	2	0
369489	1	1	2	0.5
369490	5	0	5	1
369491	2	0	2	1
369492	2	0	2	1
369493	2	0	2	1
369494	0	2	2	0
369495	2	0	2	1
369496	2	0	2	1
369497	0	3	3	0
369498	0	6	4	0
369499	2	0	2	1
369500	3	0	3	1
369501	2	0	2	1
369502	1	1	2	0.5
369503	0	6	2	0
369504	2	0	2	1
369505	2	1	3	0.666666666666667
369506	2	0	2	1
369507	3	0	3	1
369508	0	6	3	0
369509	3	0	3	1
369510	2	0	2	1
369511	0	2	2	0
369512	0	4	4	0
369513	2	0	2	1
369514	2	0	2	1
369515	2	0	2	1
369516	0	3	3	0
369517	0	2	2	0
369518	4	0	4	1
369519	2	0	2	1
369520	2	0	2	1
369521	0	2	2	0
369522	2	0	2	1
369523	0	2	2	0
369524	2	0	2	1
369525	2	0	2	1
369526	3	0	3	1
369527	2	0	2	1
369528	0	20	4	0
369529	0	12	3	0
369530	2	0	2	1
369531	0	10	2	0
369532	12	0	12	1
369533	1	2	2	0.5
369534	2	32	34	0.0588235294117647
369535	2	1	3	0.666666666666667
369536	2	0	2	1
369537	2	0	2	1
369538	0	25	8	0
369539	2	0	2	1
369540	0	2	2	0
369541	2	0	2	1
369542	0	4	2	0
369543	0	2	2	0
369544	0	8	4	0
369545	2	0	2	1
369546	6	0	6	1
369547	2	0	2	1
369548	0	4	2	0
369549	2	0	2	1
369550	2	0	2	1
369551	2	0	2	1
369552	0	10	4	0
369553	0	6	3	0
369554	0	2	2	0
369555	0	2	2	0
369556	0	6	2	0
369557	2	0	2	1
369558	2	0	2	1
369559	2	0	2	1
369560	3	0	3	1
369561	2	0	2	1
369562	2	0	2	1
369563	2	0	2	1
369564	2	0	2	1
369565	5	0	5	1
369566	2	0	2	1
369567	3	0	3	1
369568	0	2	2	0
369569	4	0	4	1
369570	0	2	2	0
369571	2	0	2	1
369572	4	0	4	1
369573	0	4	3	0
369574	2	0	2	1
369575	0	4	2	0
369576	0	9	2	0
369577	3	0	3	1
369578	2	1	3	0.666666666666667
369579	2	0	2	1
369580	3	0	3	1
369581	2	0	2	1
369582	2	0	2	1
369583	0	9	3	0
369584	1	1	2	0.5
369585	0	4	2	0
369586	0	2	2	0
369587	3	0	3	1
369588	2	0	2	1
369589	0	15	3	0
369590	2	0	2	1
369591	0	7	2	0
369592	0	3	3	0
369593	2	0	2	1
369594	2	0	2	1
369595	0	10	3	0
369596	2	0	2	1
369597	2	0	2	1
369598	2	0	2	1
369599	8	0	8	1
369600	2	0	2	1
369601	4	0	4	1
369602	2	0	2	1
369603	2	0	2	1
369604	3	0	3	1
369605	1	6	6	0.166666666666667
369606	3	0	3	1
369607	2	0	2	1
369608	0	4	2	0
369609	3	0	3	1
369610	2	0	2	1
369611	0	2	2	0
369612	2	0	2	1
369613	2	0	2	1
369614	2	0	2	1
369615	2	0	2	1
369616	2	0	2	1
369617	4	0	4	1
369618	0	3	3	0
369619	2	0	2	1
369620	0	6	2	0
369621	2	0	2	1
369622	1	0	1	1
369623	2	0	2	1
369624	2	0	2	1
369625	0	2	2	0
369626	2	4	6	0.333333333333333
369627	1	4	3	0.333333333333333
369628	2	0	2	1
369629	1	5	2	0.5
369630	2	0	2	1
369631	3	0	3	1
369632	3	0	3	1
369633	0	4	2	0
369634	0	3	3	0
369635	2	3	5	0.4
369636	2	0	2	1
369637	0	6	2	0
369638	0	12	2	0
369639	0	5	5	0
369640	3	0	3	1
369641	0	6	2	0
369642	0	2	2	0
369643	2	0	2	1
369644	0	4	2	0
369645	0	3	3	0
369646	3	0	3	1
369647	2	0	2	1
369648	2	0	2	1
369649	2	0	2	1
369650	1	102	18	0.0555555555555556
369651	1	1	2	0.5
369652	0	2	2	0
369653	2	0	2	1
369654	0	6	2	0
369655	0	4	2	0
369656	2	0	2	1
369657	1	3	4	0.25
369658	2	0	2	1
369659	4	0	4	1
369660	0	2	2	0
369661	2	0	2	1
369662	5	0	5	1
369663	2	0	2	1
369664	0	2	2	0
369665	3	0	3	1
369666	3	0	3	1
369667	2	0	2	1
369668	2	0	2	1
369669	2	0	2	1
369670	0	2	2	0
369671	3	0	3	1
369672	2	0	2	1
369673	4	0	4	1
369674	0	2	2	0
369675	2	0	2	1
369676	2	0	2	1
369677	1	4	3	0.333333333333333
369678	0	2	2	0
369679	2	0	2	1
369680	2	0	2	1
369681	0	9	3	0
369682	2	0	2	1
369683	2	0	2	1
369684	3	0	3	1
369685	3	1	4	0.75
369686	0	4	2	0
369687	1	1	2	0.5
369688	0	2	2	0
369689	3	0	3	1
369690	2	0	2	1
369691	0	6	3	0
369692	0	17	6	0
369693	2	0	2	1
369694	2	0	2	1
369695	0	8	2	0
369696	1	1	2	0.5
369697	2	0	2	1
369698	0	2	2	0
369699	2	0	2	1
369700	0	2	2	0
369701	0	3	3	0
369702	3	0	3	1
369703	3	0	3	1
369704	0	3	3	0
369705	0	3	3	0
369706	0	2	2	0
369707	3	0	3	1
369708	4	0	4	1
369709	2	0	2	1
369710	3	0	3	1
369711	8	0	8	1
369712	1	2	2	0.5
369713	3	0	3	1
369714	1	6	5	0.2
369715	0	2	2	0
369716	2	0	2	1
369717	2	2	3	0.666666666666667
369718	3	0	3	1
369719	0	2	2	0
369720	0	4	2	0
369721	3	0	3	1
369722	2	0	2	1
369723	0	5	2	0
369724	0	2	2	0
369725	2	0	2	1
369726	2	0	2	1
369727	2	0	2	1
369728	4	0	4	1
369729	4	0	4	1
369730	0	2	2	0
369731	0	3	3	0
369732	2	0	2	1
369733	2	0	2	1
369734	2	0	2	1
369735	2	0	2	1
369736	1	1	2	0.5
369737	0	5	5	0
369738	0	7	4	0
369739	3	0	3	1
369740	4	0	4	1
369741	4	0	4	1
369742	2	0	2	1
369743	4	0	4	1
369744	1	2	3	0.333333333333333
369745	2	0	2	1
369746	0	2	2	0
369747	1	3	4	0.25
369748	1	1	2	0.5
369749	3	0	3	1
369750	0	7	2	0
369751	0	4	2	0
369752	0	2	2	0
369753	5	0	5	1
369754	0	6	2	0
369755	2	0	2	1
369756	2	0	2	1
369757	2	0	2	1
369758	5	0	5	1
369759	10	0	10	1
369760	3	0	3	1
369761	2	0	2	1
369762	0	7	7	0
369763	4	0	4	1
369764	0	2	2	0
369765	2	0	2	1
369766	0	6	2	0
369767	2	0	2	1
369768	4	0	4	1
369769	2	0	2	1
369770	0	3	3	0
369771	2	0	2	1
369772	2	0	2	1
369773	3	0	3	1
369774	16	0	16	1
369775	2	0	2	1
369776	0	4	2	0
369777	1	0	1	1
369778	2	0	2	1
369779	3	0	3	1
369780	0	4	2	0
369781	0	2	2	0
369782	0	4	2	0
369783	2	0	2	1
369784	3	0	3	1
369785	3	0	3	1
369786	1	2	2	0.5
369787	2	0	2	1
369788	2	0	2	1
369789	2	0	2	1
369790	0	3	3	0
369791	2	0	2	1
369792	0	8	3	0
369793	0	7	7	0
369794	0	1	1	0
369795	0	4	2	0
369796	0	10	5	0
369797	2	0	2	1
369798	0	3	3	0
369799	2	0	2	1
369800	2	0	2	1
369801	0	3	2	0
369802	5	0	5	1
369803	3	0	3	1
369804	3	0	3	1
369805	2	0	2	1
369806	2	0	2	1
369807	2	0	2	1
369808	0	4	2	0
369809	0	4	2	0
369810	2	0	2	1
369811	0	8	8	0
369812	8	0	8	1
369813	3	0	3	1
369814	2	2	4	0.5
369815	3	0	3	1
369816	2	0	2	1
369817	2	0	2	1
369818	1	1	2	0.5
369819	4	0	4	1
369820	0	9	2	0
369821	3	0	3	1
369822	1	1	2	0.5
369823	3	0	3	1
369824	2	0	2	1
369825	2	1	3	0.666666666666667
369826	0	16	2	0
369827	0	2	2	0
369828	2	0	2	1
369829	0	2	2	0
369830	0	19	5	0
369831	2	0	2	1
369832	2	0	2	1
369833	2	0	2	1
369834	0	2	2	0
369835	0	6	3	0
369836	0	2	2	0
369837	0	6	2	0
369838	2	0	2	1
369839	2	0	2	1
369840	0	2	2	0
369841	19	0	19	1
369842	2	0	2	1
369843	3	0	3	1
369844	4	0	4	1
369845	0	2	2	0
369846	3	3	6	0.5
369847	2	0	2	1
369848	2	0	2	1
369849	0	24	3	0
369850	0	6	2	0
369851	2	0	2	1
369852	3	0	3	1
369853	2	0	2	1
369854	3	0	3	1
369855	2	0	2	1
369856	1	3	2	0.5
369857	2	0	2	1
369858	2	0	2	1
369859	2	0	2	1
369860	0	4	2	0
369861	2	0	2	1
369862	0	8	2	0
369863	2	0	2	1
369864	7	0	7	1
369865	2	0	2	1
369866	0	11	3	0
369867	0	4	3	0
369868	4	0	4	1
369869	2	0	2	1
369870	2	0	2	1
369871	0	4	2	0
369872	1	1	2	0.5
369873	0	3	2	0
369874	0	7	4	0
369875	2	0	2	1
369876	2	0	2	1
369877	0	5	4	0
369878	0	3	3	0
369879	2	0	2	1
369880	0	4	2	0
369881	2	0	2	1
369882	2	0	2	1
369883	0	4	2	0
369884	2	0	2	1
369885	5	0	5	1
369886	2	0	2	1
369887	2	0	2	1
369888	3	0	3	1
369889	2	0	2	1
369890	130	84	178	0.730337078651685
369891	5	0	5	1
369892	0	2	2	0
369893	2	0	2	1
369894	2	0	2	1
369895	2	0	2	1
369896	1	2	2	0.5
369897	0	4	2	0
369898	2	0	2	1
369899	3	0	3	1
369900	0	2	2	0
369901	2	0	2	1
369902	4	0	4	1
369903	1	6	2	0.5
369904	0	6	2	0
369905	0	2	2	0
369906	2	0	2	1
369907	1	3	3	0.333333333333333
369908	2	0	2	1
369909	0	12	4	0
369910	2	0	2	1
369911	1	4	3	0.333333333333333
369912	2	0	2	1
369913	2	0	2	1
369914	2	0	2	1
369915	0	6	6	0
369916	2	0	2	1
369917	0	3	3	0
369918	0	6	3	0
369919	0	3	3	0
369920	2	0	2	1
369921	2	0	2	1
369922	2	0	2	1
369923	0	2	2	0
369924	0	2	2	0
369925	2	0	2	1
369926	3	0	3	1
369927	0	9	3	0
369928	0	8	3	0
369929	2	0	2	1
369930	0	2	2	0
369931	3	0	3	1
369932	2	0	2	1
369933	0	2	2	0
369934	1	1	2	0.5
369935	2	0	2	1
369936	0	2	2	0
369937	0	3	3	0
369938	2	0	2	1
369939	0	8	3	0
369940	2	0	2	1
369941	6	0	6	1
369942	0	2	2	0
369943	11	0	11	1
369944	1	3	2	0.5
369945	0	20	2	0
369946	0	2	2	0
369947	3	0	3	1
369948	2	0	2	1
369949	0	7	3	0
369950	2	0	2	1
369951	1	2	3	0.333333333333333
369952	2	0	2	1
369953	2	0	2	1
369954	0	2	2	0
369955	1	0	1	1
369956	2	0	2	1
369957	2	0	2	1
369958	3	0	3	1
369959	0	4	2	0
369960	0	6	2	0
369961	0	8	2	0
369962	2	0	2	1
369963	0	2	2	0
369964	3	0	3	1
369965	0	8	2	0
369966	1	1	2	0.5
369967	3	0	3	1
369968	0	2	2	0
369969	1	1	2	0.5
369970	0	36	12	0
369971	2	0	2	1
369972	2	1	3	0.666666666666667
369973	0	2	2	0
369974	2	0	2	1
369975	3	0	3	1
369976	3	0	3	1
369977	0	4	3	0
369978	2	0	2	1
369979	2	0	2	1
369980	1	0	1	1
369981	2	0	2	1
369982	2	0	2	1
369983	2	0	2	1
369984	0	8	2	0
369985	2	0	2	1
369986	2	0	2	1
369987	0	7	5	0
369988	1	1	2	0.5
369989	2	0	2	1
369990	2	0	2	1
369991	0	6	3	0
369992	2	0	2	1
369993	2	0	2	1
369994	2	0	2	1
369995	2	0	2	1
369996	5	0	5	1
369997	2	0	2	1
369998	2	0	2	1
369999	2	0	2	1
370000	2	0	2	1
370001	3	0	3	1
370002	0	2	2	0
370003	0	4	2	0
370004	3	0	3	1
370005	2	0	2	1
370006	0	2	2	0
370007	2	0	2	1
370008	0	18	2	0
370009	2	0	2	1
370010	2	0	2	1
370011	2	0	2	1
370012	3	0	3	1
370013	4	0	4	1
370014	6	0	6	1
370015	1	0	1	1
370016	0	2	2	0
370017	0	2	2	0
370018	0	8	8	0
370019	0	14	2	0
370020	2	0	2	1
370021	2	0	2	1
370022	2	0	2	1
370023	3	0	3	1
370024	2	2	3	0.666666666666667
370025	2	0	2	1
370026	1	1	2	0.5
370027	0	7	2	0
370028	2	0	2	1
370029	4	0	4	1
370030	2	0	2	1
370031	2	0	2	1
370032	0	6	3	0
370033	1	1	2	0.5
370034	0	4	4	0
370035	0	2	2	0
370036	0	2	2	0
370037	8	0	8	1
370038	2	0	2	1
370039	0	4	2	0
370040	2	0	2	1
370041	0	6	2	0
370042	4	0	4	1
370043	2	0	2	1
370044	0	7	2	0
370045	2	0	2	1
370046	0	6	3	0
370047	2	0	2	1
370048	0	2	2	0
370049	0	2	2	0
370050	0	2	2	0
370051	0	4	2	0
370052	3	0	3	1
370053	2	0	2	1
370054	0	2	2	0
370055	4	0	4	1
